Wattenwil,2'270,59.90%,801,546,59.50%,40.50%,751,609,55.20%,44.80%,555,767,42.00%,58.00%,859,491,63.60%,36.40%
Zwieselberg,221,68.30%,76,66,53.50%,46.50%,82,69,54.30%,45.70%,56,85,39.70%,60.30%,79,70,53.00%,47.00%
Total,81'823,60.90%,25'224,23'843,51.40%,48.60%,23'745,26'060,47.70%,52.30%,18'600,29'793,38.40%,61.60%,30'580,18'757,62.00%,38.00%
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Verwaltungskreis Obersimmental-Saanen,,,Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe» ,,,,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)» ,,,,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!» ,,,,Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (Sanierung Gotthard-Strassentunnel) ,,, 
Arrondissement administratif de : Obersimmental-Saanen,,,Initiative populaire «Pour le couple et la famille - Non à la pénalisation du mariage»,,,,Initiative populaire «Pour le renvoi effectif des étrangers criminels (initiative de mise en oeuvre)»,,,,Initiative populaire «Pas de spéculation sur les denrées alimentaires»,,,,Modification de la loi fédérale sur le transit routier dans la région alpine (Réfection du tunnel routier du Gothard),,, 
Gemeinde,Stimmber.,Stimmbet.,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein 
Commune,Nbre. d'élect.,Participat.,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non
,,,,,,,,,,,,,,,,,,
Boltigen,1'091,55.90%,348,251,58.10%,41.90%,414,196,67.90%,32.10%,211,389,35.20%,64.80%,464,142,76.60%,23.40%
Gsteig,712,52.00%,166,191,46.50%,53.50%,206,164,55.70%,44.30%,126,228,35.60%,64.40%,272,94,74.30%,25.70%
Lauenen,612,55.70%,177,149,54.30%,45.70%,200,141,58.70%,41.30%,111,200,35.70%,64.30%,250,86,74.40%,25.60%
Lenk,1'829,59.90%,571,488,53.90%,46.10%,660,435,60.30%,39.70%,360,688,34.40%,65.60%,769,300,71.90%,28.10%
Saanen,4'416,57.20%,1'221,1'263,49.20%,50.80%,1'227,1'298,48.60%,51.40%,763,1'668,31.40%,68.60%,1'826,674,73.00%,27.00%
St.Stephan,1'059,68.30%,461,236,66.10%,33.90%,535,188,74.00%,26.00%,204,493,29.30%,70.70%,533,178,75.00%,25.00%
Zweisimmen,2'308,59.40%,639,706,47.50%,52.50%,708,664,51.60%,48.40%,464,876,34.60%,65.40%,888,465,65.60%,34.40%
Total,12'027,58.50%,3'583,3'284,52.20%,47.80%,3'950,3'086,56.10%,43.90%,2'239,4'542,33.00%,67.00%,5'002,1'939,72.10%,27.90%
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Verwaltungskreis Frutigen-Niedersimmental,,,Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe» ,,,,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)» ,,,,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!» ,,,,Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (Sanierung Gotthard-Strassentunnel) ,,, 
Arrondissement administratif de : Frutigen-Niedersimmental,,,Initiative populaire «Pour le couple et la famille - Non à la pénalisation du mariage»,,,,Initiative populaire «Pour le renvoi effectif des étrangers criminels (initiative de mise en oeuvre)»,,,,Initiative populaire «Pas de spéculation sur les denrées alimentaires»,,,,Modification de la loi fédérale sur le transit routier dans la région alpine (Réfection du tunnel routier du Gothard),,, 
Gemeinde,Stimmber.,Stimmbet.,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein 
Commune,Nbre. d'élect.,Participat.,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non
,,,,,,,,,,,,,,,,,,
Adelboden,2'701,68.10%,1'168,658,64.00%,36.00%,1'169,671,63.50%,36.50%,589,1'197,33.00%,67.00%,1'315,509,72.10%,27.90%
Aeschi ,1'699,63.70%,588,472,55.50%,44.50%,584,498,54.00%,46.00%,415,631,39.70%,60.30%,672,397,62.90%,37.10%
Därstetten,668,59.60%,173,205,45.80%,54.20%,272,126,68.30%,31.70%,141,232,37.80%,62.20%,273,122,69.10%,30.90%
Diemtigen,1'725,56.90%,580,368,61.20%,38.80%,719,263,73.20%,26.80%,324,605,34.90%,65.10%,716,248,74.30%,25.70%
Erlenbach,1'359,57.50%,421,343,55.10%,44.90%,481,300,61.60%,38.40%,290,473,38.00%,62.00%,490,282,63.50%,36.50%
Frutigen,5'306,61.70%,1'973,1'224,61.70%,38.30%,1'927,1'349,58.80%,41.20%,1'200,1'963,37.90%,62.10%,2'035,1'200,62.90%,37.10%
Kandergrund,619,57.50%,231,122,65.40%,34.60%,246,110,69.10%,30.90%,135,217,38.40%,61.60%,249,105,70.30%,29.70%
Kandersteg,922,59.40%,275,267,50.70%,49.30%,260,288,47.40%,52.60%,171,361,32.10%,67.90%,325,219,59.70%,40.30%
Krattigen,875,61.10%,278,251,52.60%,47.40%,219,316,40.90%,59.10%,181,339,34.80%,65.20%,362,173,67.70%,32.30%
Oberwil ,680,61.20%,249,152,62.10%,37.90%,290,126,69.70%,30.30%,124,280,30.70%,69.30%,295,119,71.30%,28.70%
Reichenbach ,2'803,57.50%,910,665,57.80%,42.20%,1'073,538,66.60%,33.40%,536,1'002,34.90%,65.10%,1'013,573,63.90%,36.10%
Spiez,9'657,62.70%,2'954,3'028,49.40%,50.60%,2'579,3'479,42.60%,57.40%,2'428,3'472,41.20%,58.80%,3'280,2'755,54.30%,45.70%
Wimmis,1'839,60.40%,595,495,54.60%,45.40%,665,445,59.90%,40.10%,384,693,35.70%,64.30%,756,338,69.10%,30.90%
Total,30'853,61.60%,10'395,8'250,55.80%,44.20%,10'484,8'509,55.20%,44.80%,6'918,11'465,37.60%,62.40%,11'781,7'040,62.60%,37.40%
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Verwaltungskreis Interlaken-Oberhasli,,,Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe» ,,,,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)» ,,,,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!» ,,,,Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (Sanierung Gotthard-Strassentunnel) ,,, 
Arrondissement administratif de : Interlaken-Oberhasli,,,Initiative populaire «Pour le couple et la famille - Non à la pénalisation du mariage»,,,,Initiative populaire «Pour le renvoi effectif des étrangers criminels (initiative de mise en oeuvre)»,,,,Initiative populaire «Pas de spéculation sur les denrées alimentaires»,,,,Modification de la loi fédérale sur le transit routier dans la région alpine (Réfection du tunnel routier du Gothard),,, 
Gemeinde,Stimmber.,Stimmbet.,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein 
Commune,Nbre. d'élect.,Participat.,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non
,,,,,,,,,,,,,,,,,,
Beatenberg,885,61.90%,283,236,54.50%,45.50%,301,247,54.90%,45.10%,199,330,37.60%,62.40%,366,172,68.00%,32.00%
Bönigen,1'962,54.90%,529,527,50.10%,49.90%,533,544,49.50%,50.50%,374,671,35.80%,64.20%,652,411,61.30%,38.70%
Brienz,2'376,59.60%,727,666,52.20%,47.80%,751,664,53.10%,46.90%,516,864,37.40%,62.60%,939,462,67.00%,33.00%
Brienzwiler,385,59.50%,121,100,54.80%,45.20%,138,91,60.30%,39.70%,102,121,45.70%,54.30%,138,90,60.50%,39.50%
Därligen,313,56.90%,84,91,48.00%,52.00%,92,86,51.70%,48.30%,59,112,34.50%,65.50%,115,60,65.70%,34.30%
Grindelwald,2'678,57.00%,741,723,50.60%,49.40%,966,560,63.30%,36.70%,434,1'014,30.00%,70.00%,1'132,376,75.10%,24.90%
Gsteigwiler,326,61.00%,89,107,45.40%,54.60%,91,108,45.70%,54.30%,84,111,43.10%,56.90%,117,81,59.10%,40.90%
Gündlischwand,238,55.00%,62,67,48.10%,51.90%,84,44,65.60%,34.40%,30,94,24.20%,75.80%,89,42,67.90%,32.10%
Guttannen,226,58.00%,54,72,42.90%,57.10%,63,67,48.50%,51.50%,48,80,37.50%,62.50%,79,52,60.30%,39.70%
Habkern,491,57.80%,159,119,57.20%,42.80%,200,84,70.40%,29.60%,100,178,36.00%,64.00%,213,66,76.30%,23.70%
Hasliberg,839,55.40%,212,225,48.50%,51.50%,260,205,55.90%,44.10%,176,264,40.00%,60.00%,284,176,61.70%,38.30%
Hofstetten ,433,57.50%,130,116,52.80%,47.20%,127,122,51.00%,49.00%,81,166,32.80%,67.20%,173,74,70.00%,30.00%
Innertkirchen,847,53.80%,219,230,48.80%,51.20%,271,185,59.40%,40.60%,147,298,33.00%,67.00%,340,111,75.40%,24.60%
Interlaken,3'510,58.10%,901,1'094,45.20%,54.80%,823,1'216,40.40%,59.60%,771,1'229,38.60%,61.50%,1'232,781,61.20%,38.80%
Iseltwald,329,59.00%,99,91,52.10%,47.90%,118,76,60.80%,39.20%,68,118,36.60%,63.40%,147,45,76.60%,23.40%
Lauterbrunnen,1'624,55.50%,475,405,54.00%,46.00%,430,471,47.70%,52.30%,314,569,35.60%,64.40%,616,280,68.80%,31.30%
Leissigen,771,56.50%,222,209,51.50%,48.50%,230,206,52.80%,47.20%,173,261,39.90%,60.10%,285,148,65.80%,34.20%
Lütschental,195,50.30%,60,38,61.20%,38.80%,69,29,70.40%,29.60%,33,64,34.00%,66.00%,71,26,73.20%,26.80%
Matten ,2'789,57.60%,746,822,47.60%,52.40%,714,892,44.50%,55.50%,588,957,38.10%,61.90%,992,588,62.80%,37.20%
Meiringen,3'288,58.50%,925,975,48.70%,51.30%,879,1'046,45.70%,54.30%,721,1'150,38.50%,61.50%,1'188,734,61.80%,38.20%
Niederried ,267,58.10%,68,80,45.90%,54.10%,79,76,51.00%,49.00%,54,92,37.00%,63.00%,104,49,68.00%,32.00%
Oberried ,357,53.20%,93,93,50.00%,50.00%,98,92,51.60%,48.40%,86,101,46.00%,54.00%,112,77,59.30%,40.70%
Ringgenberg ,2'030,54.90%,570,527,52.00%,48.00%,566,549,50.80%,49.20%,451,637,41.50%,58.50%,674,441,60.40%,39.60%
Saxeten,96,45.80%,25,18,58.10%,41.90%,30,13,69.80%,30.20%,29,15,65.90%,34.10%,31,13,70.50%,29.50%
Schattenhalb,436,54.10%,100,136,42.40%,57.60%,140,96,59.30%,40.70%,63,169,27.20%,72.80%,181,54,77.00%,23.00%
Schwanden bei Brienz,485,61.40%,137,155,46.90%,53.10%,134,164,45.00%,55.00%,112,176,38.90%,61.10%,184,114,61.70%,38.30%
Unterseen,4'086,61.40%,1'175,1'307,47.30%,52.70%,1'069,1'439,42.60%,57.40%,903,1'545,36.90%,63.10%,1'493,992,60.10%,39.90%
Wilderswil,1'893,55.70%,548,499,52.30%,47.70%,541,513,51.30%,48.70%,378,662,36.30%,63.70%,686,368,65.10%,34.90%
Total,34'155,57.60%,9'554,9'728,49.50%,50.50%,9'797,9'885,49.80%,50.20%,7'094,12'048,37.10%,62.90%,12'633,6'883,64.70%,35.30%
